country_code,country_name,bank_code,swift_bic,bank_name,iban_length
DE,Germany,20050550,HASPDEHHXXX,Hamburger Sparkasse,22
DE,Germany,20060000,GENODEFF200,DZ BANK,22
DE,Germany,20069111,GENODEF1NDR,Norderstedter Bank -alt-,22
DE,Germany,20069125,GENODEF1KLK,Kaltenkirchener Bank -alt-,22
DE,Germany,20069130,GENODEF1BBR,Raiffeisenbank -alt-,22
DE,Germany,20069144,GENODEF1SST,Raiffeisenbank,22
DE,Germany,20069177,GENODEF1GRS,Raiffeisenbank,22
DE,Germany,20069232,GENODEF1STV,Raiffeisenbank -alt-,22
DE,Germany,20069641,GENODEF1OWS,Raiffeisenbank Owschlag,22
DE,Germany,20069780,GENODEF1AST,Volksbank Ahlerstedt,22
DE,Germany,20069782,GENODEF1APE,Volksbank Geest,22
DE,Germany,20069786,GENODEF1DRO,Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank,22
DE,Germany,20069800,GENODEF1HAA,Spar- und Kreditbank,22
DE,Germany,20069812,GENODEF1FRB,Volksbank Fredenbeck,22
DE,Germany,20069815,GENODEF1815,Volksbank,22
DE,Germany,20069861,GENODEF1RRZ,Raiffeisenbank -alt-,22
DE,Germany,20069882,GENODEF1RLT,Raiffeisenbank Travemünde -alt-,22
DE,Germany,20069965,GENODEF1WIM,Volksbank Winsener Marsch,22
DE,Germany,20069989,GENODEF1WUL,Volksbank Wulfsen -alt-,22
DE,Germany,20070000,DEUTDEHHXXX,Deutsche Bank,22
DE,Germany,20070024,DEUTDEDBHAM,Deutsche Bank,22
DE,Germany,20070404,DEUTDEHHP34,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,20070424,DEUTDEDBP34,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,20080000,DRESDEFF200,Commerzbank vormals Dresdner Bank,22
DE,Germany,20080055,DRESDEFF207,Commerzbank vormals Dresdner Bank Zw 55,22
DE,Germany,20080057,DRESDEFF208,Commerzbank vormals Dresdner Bank Gf ZW 57,22
DE,Germany,20080085,DRESDEFFI56,Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2,22
DE,Germany,20080086,DRESDEFFI63,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3",22
DE,Germany,20080087,DRESDEFFI64,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",22
DE,Germany,20080088,DRESDEFFI74,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",22
DE,Germany,20080089,DRESDEFFI75,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",22
DE,Germany,20080091,DRESDEFFJ33,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7",22
DE,Germany,20080092,DRESDEFFJ34,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8",22
DE,Germany,20080093,DRESDEFFJ35,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9",22
DE,Germany,20080094,DRESDEFFJ36,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10",22
DE,Germany,20080095,DRESDEFFJ37,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11",22
DE,Germany,20089200,DRESDEFFI06,Commerzbank vormals Dresdner Bank ITGK,22
DE,Germany,20090400,DGHYDEH1XXX,DZ HYP,22
DE,Germany,20090700,EDEKDEHHXXX,Edekabank,22
DE,Germany,20090745,EDEKDEHHXXX,EBANK Gf Cash,22
DE,Germany,20090900,GENODEF1P08,PSD Bank Nord,22
DE,Germany,20110022,PBNKDEFFXXX,Postbank Ndl der Deutsche Bank,22
DE,Germany,20110700,BOTKDEH1XXX,MUFG Bank (Europe) Germany Branch,22
DE,Germany,20110800,BKCHDEFFHMB,Bank of China Fil Hamburg,22
DE,Germany,20120000,BEGODEHHXXX,"Joh. Berenberg, Gossler & Co",22
DE,Germany,20120100,WBWCDEHHXXX,M.M. Warburg & CO,22
DE,Germany,20120200,BHFBDEFF200,BHF-BANK,22
DE,Germany,20120400,DRBKDEH1XXX,start:bausparkasse,22
DE,Germany,20120520,BFSWDE33HAN,SozialBank,22
DE,Germany,20120600,GOGODEH1XXX,Goyer & Göppel,22
DE,Germany,20120700,HSTBDEHHXXX,Hanseatic Bank,22
DE,Germany,20130400,GREBDEH1XXX,GRENKE BANK,22
DE,Germany,20130600,BARCDEHAXXX,BAWAG Niederlassung Deutschland,22
DE,Germany,20133300,SCFBDE33XXX,Openbank Deutschland,22
DE,Germany,20190003,GENODEF1HH2,Hamburger Volksbank,22
DE,Germany,20190077,GENODEF1HH2,Hamburger Volksbank (Gf GAA),22
DE,Germany,20190109,GENODEF1HH4,Volksbank Raiffeisenbank,22
DE,Germany,20190206,GENODEF1HH1,Volksbank Hamburg Ost-West -alt-,22
DE,Germany,20190301,GENODEF1HH3,Vierländer Volksbank -alt-,22
DE,Germany,20190800,GENODEF1MKB,MKB Mittelstandskreditbank,22
DE,Germany,20210200,MELIDEHHXXX,Bank Melli Iran,22
DE,Germany,20210300,SIHRDEH1HAM,Bank Saderat Iran,22
DE,Germany,20220100,DNBADEHXXXX,DNB Bank ASA - Filiale Deutschland,22
DE,Germany,20220800,SXPYDEHHXXX,Banking Circle - German Branch,22
DE,Germany,20230300,OSCBDEH1XXX,Otto M. Schröder Bank,22
DE,Germany,20230600,ISBKDEFXXXX,Isbank Berlin,22
DE,Germany,20230800,MHSBDEHBXXX,Sutor Bank,22
DE,Germany,20310300,EIHBDEHHXXX,Europäisch-Iranische Handelsbank,22
DE,Germany,20690500,GENODEF1S11,Sparda-Bank Hamburg,22
DE,Germany,20730001,HYVEDEMME01,UniCredit Bank - HVB Settlement EAC01,22
DE,Germany,20730002,HYVEDEMME02,UniCredit Bank - HVB Settlement EAC02,22
DE,Germany,20730003,HYVEDEMME03,UniCredit Bank - HVB Settlement EAC03,22
DE,Germany,20730004,HYVEDEMME04,UniCredit Bank - HVB Settlement EAC04,22
DE,Germany,20730005,HYVEDEMME05,UniCredit Bank - HVB Settlement EAC05,22
DE,Germany,20730006,HYVEDEMME06,UniCredit Bank - HVB Settlement EAC06,22
DE,Germany,20730007,HYVEDEMME07,UniCredit Bank - HVB Settlement EAC07,22
DE,Germany,20730008,HYVEDEMME08,UniCredit Bank - HVB Settlement EAC08,22
DE,Germany,20730009,HYVEDEMME09,UniCredit Bank - HVB Settlement EAC09,22
DE,Germany,20730010,HYVEDEMME10,UniCredit Bank - HVB Settlement EAC10,22
DE,Germany,20730011,HYVEDEMME11,UniCredit Bank - HVB Settlement EAC11,22
DE,Germany,20730012,HYVEDEMME12,UniCredit Bank - HVB Settlement EAC12,22
DE,Germany,20730013,HYVEDEMME13,UniCredit Bank - HVB Settlement EAC13,22
DE,Germany,20730014,HYVEDEMME14,UniCredit Bank - HVB Settlement EAC14,22
DE,Germany,20730015,HYVEDEMME15,UniCredit Bank - HVB Settlement EAC15,22
DE,Germany,20730016,HYVEDEMME16,UniCredit Bank - HVB Settlement EAC16,22
DE,Germany,20730017,HYVEDEMME17,UniCredit Bank - HVB Settlement EAC17,22
DE,Germany,20730018,HYVEDEMME18,UniCredit Bank - HVB Settlement EAC18,22
DE,Germany,20730019,HYVEDEMME19,UniCredit Bank - HVB Settlement EAC19,22
DE,Germany,20730020,HYVEDEMME20,UniCredit Bank - HVB Settlement EAC20,22
DE,Germany,20730021,HYVEDEMME21,UniCredit Bank - HVB Settlement EAC21,22
DE,Germany,20730022,HYVEDEMME22,UniCredit Bank - HVB Settlement EAC22,22
DE,Germany,20730023,HYVEDEMME23,UniCredit Bank - HVB Settlement EAC23,22
DE,Germany,20730024,HYVEDEMME24,UniCredit Bank - HVB Settlement EAC24,22
DE,Germany,20730025,HYVEDEMME25,UniCredit Bank - HVB Settlement EAC25,22
DE,Germany,20730026,HYVEDEMME26,UniCredit Bank - HVB Settlement EAC26,22
DE,Germany,20730027,HYVEDEMME27,UniCredit Bank - HVB Settlement EAC27,22
DE,Germany,20730028,HYVEDEMME28,UniCredit Bank - HVB Settlement EAC28,22
DE,Germany,20730029,HYVEDEMME29,UniCredit Bank - HVB Settlement EAC29,22
DE,Germany,20730030,HYVEDEMME30,UniCredit Bank - HVB Settlement EAC30,22
DE,Germany,20730031,HYVEDEMME31,UniCredit Bank - HVB Settlement EAC31,22
DE,Germany,20730032,HYVEDEMME32,UniCredit Bank - HVB Settlement EAC32,22
DE,Germany,20730033,HYVEDEMME33,UniCredit Bank - HVB Settlement EAC33,22
DE,Germany,20730034,HYVEDEMME34,UniCredit Bank - HVB Settlement EAC34,22
DE,Germany,20730035,HYVEDEMME35,UniCredit Bank - HVB Settlement EAC35,22
DE,Germany,20730036,HYVEDEMME36,UniCredit Bank - HVB Settlement EAC36,22
DE,Germany,20730037,HYVEDEMME37,UniCredit Bank - HVB Settlement EAC37,22
DE,Germany,20730038,HYVEDEMME38,UniCredit Bank - HVB Settlement EAC38,22
DE,Germany,20730039,HYVEDEMME39,UniCredit Bank - HVB Settlement EAC39,22
DE,Germany,20730040,HYVEDEMME40,UniCredit Bank - HVB Settlement EAC40,22
DE,Germany,20730041,HYVEDEMME41,UniCredit Bank - HVB Settlement EAC41,22
DE,Germany,20730042,HYVEDEMME42,UniCredit Bank - HVB Settlement EAC42,22
DE,Germany,20730043,HYVEDEMME43,UniCredit Bank - HVB Settlement EAC43,22
DE,Germany,20730044,HYVEDEMME44,UniCredit Bank - HVB Settlement EAC44,22
DE,Germany,20730045,HYVEDEMME45,UniCredit Bank - HVB Settlement EAC45,22
DE,Germany,20730046,HYVEDEMME46,UniCredit Bank - HVB Settlement EAC46,22
DE,Germany,20730047,HYVEDEMME47,UniCredit Bank - HVB Settlement EAC47,22
DE,Germany,20730048,HYVEDEMME48,UniCredit Bank - HVB Settlement EAC48,22
DE,Germany,20730049,HYVEDEMME49,UniCredit Bank - HVB Settlement EAC49,22
DE,Germany,20730050,HYVEDEMME50,UniCredit Bank - HVB Settlement EAC50,22
DE,Germany,20730052,HYVEDEMME52,UniCredit Bank - HVB Settlement EAC52,22
DE,Germany,20730055,HYVEDEMME55,UniCredit Bank - HVB Settlement EAC55,22
DE,Germany,20730056,HYVEDEMME56,UniCredit Bank - HVB Settlement EAC56,22
DE,Germany,20730057,HYVEDEMME57,UniCredit Bank - HVB Settlement EAC57,22
DE,Germany,20730058,HYVEDEMME58,UniCredit Bank - HVB Settlement EAC58,22
DE,Germany,20730059,HYVEDEMME59,UniCredit Bank - HVB Settlement EAC59,22
DE,Germany,20730060,HYVEDEMME60,UniCredit Bank - HVB Settlement EAC60,22
DE,Germany,20730061,HYVEDEMME61,UniCredit Bank - HVB Settlement EAC61,22
DE,Germany,20730062,HYVEDEMME62,UniCredit Bank - HVB Settlement EAC62,22
DE,Germany,20730063,HYVEDEMME63,UniCredit Bank - HVB Settlement EAC63,22
DE,Germany,20730064,HYVEDEMME64,UniCredit Bank - HVB Settlement EAC64,22
DE,Germany,20730065,HYVEDEMME65,UniCredit Bank - HVB Settlement EAC65,22
DE,Germany,20730066,HYVEDEMME66,UniCredit Bank - HVB Settlement EAC66,22
DE,Germany,20730067,HYVEDEMME67,UniCredit Bank - HVB Settlement EAC67,22
DE,Germany,20730068,HYVEDEMME68,UniCredit Bank - HVB Settlement EAC68,22
DE,Germany,20730069,HYVEDEMME69,UniCredit Bank - HVB Settlement EAC69,22
DE,Germany,20730070,HYVEDEMME70,UniCredit Bank - HVB Settlement EAC70,22
DE,Germany,20730071,HYVEDEMME71,UniCredit Bank - HVB Settlement EAC71,22
DE,Germany,20730072,HYVEDEMME72,UniCredit Bank - HVB Settlement EAC72,22
DE,Germany,20730073,HYVEDEMME73,UniCredit Bank - HVB Settlement EAC73,22
DE,Germany,20730074,HYVEDEMME74,UniCredit Bank - HVB Settlement EAC74,22
DE,Germany,20730075,HYVEDEMME75,UniCredit Bank - HVB Settlement EAC75,22
DE,Germany,20730076,HYVEDEMME76,UniCredit Bank - HVB Settlement EAC76,22
DE,Germany,20730077,HYVEDEMME77,UniCredit Bank - HVB Settlement EAC77,22
DE,Germany,20730078,HYVEDEMME78,UniCredit Bank - HVB Settlement EAC78,22
DE,Germany,20730079,HYVEDEMME79,UniCredit Bank - HVB Settlement EAC79,22
DE,Germany,20730080,HYVEDEMME80,UniCredit Bank - HVB Settlement EAC80,22
DE,Germany,20730081,HYVEDEMME81,UniCredit Bank - HVB Settlement EAC81,22
DE,Germany,20730082,HYVEDEMME82,UniCredit Bank - HVB Settlement EAC82,22
DE,Germany,20730083,HYVEDEMME83,UniCredit Bank - HVB Settlement EAC83,22
DE,Germany,20730084,HYVEDEMME84,UniCredit Bank - HVB Settlement EAC84,22
DE,Germany,20730085,HYVEDEMME85,UniCredit Bank - HVB Settlement EAC85,22
DE,Germany,20730086,HYVEDEMME86,UniCredit Bank - HVB Settlement EAC86,22
DE,Germany,20730087,HYVEDEMME87,UniCredit Bank - HVB Settlement EAC87,22
DE,Germany,20730088,HYVEDEMME88,UniCredit Bank - HVB Settlement EAC88,22
DE,Germany,20730089,HYVEDEMME89,UniCredit Bank - HVB Settlement EAC89,22
DE,Germany,20730090,HYVEDEMME90,UniCredit Bank - HVB Settlement EAC90,22
DE,Germany,20730091,HYVEDEMME91,UniCredit Bank - HVB Settlement EAC91,22
DE,Germany,20730092,HYVEDEMME92,UniCredit Bank - HVB Settlement EAC92,22
DE,Germany,20730093,HYVEDEMME93,UniCredit Bank - HVB Settlement EAC93,22
DE,Germany,20730094,HYVEDEMME94,UniCredit Bank - HVB Settlement EAC94,22
DE,Germany,20730095,HYVEDEMME95,UniCredit Bank - HVB Settlement EAC95,22
DE,Germany,20730096,HYVEDEMME96,UniCredit Bank - HVB Settlement EAC96,22
DE,Germany,20730097,HYVEDEMME97,UniCredit Bank - HVB Settlement EAC97,22
DE,Germany,20730098,HYVEDEMME98,UniCredit Bank - HVB Settlement EAC98,22
DE,Germany,20730099,HYVEDEMME99,UniCredit Bank - HVB Settlement EAC99,22
DE,Germany,20750000,NOLADE21HAM,Sparkasse Harburg-Buxtehude,22
DE,Germany,21020600,SYBKDE22KIE,Sydbank Filiale Kiel,22
DE,Germany,21040010,COBADEFFXXX,Commerzbank,22
DE,Germany,21042076,COBADEFFXXX,Commerzbank,22
DE,Germany,21050000,HSHNDEHHXXX,Hamburg Commercial Bank,22
DE,Germany,21050055,HHDBDEH2XXX,"Hamburg Commercial Bank, Gf Hamburg Direct Bank",22
DE,Germany,21050170,NOLADE21KIE,Förde Sparkasse,22
DE,Germany,21051275,NOLADE21BOR,Bordesholmer Sparkasse,22
DE,Germany,21051580,NOLADE21PLN,Sparkasse Kreis Plön -alt-,22
DE,Germany,21052090,NOLADE21ECK,Sparkasse Eckernförde -alt-,22
DE,Germany,21070020,DEUTDEHH210,Deutsche Bank,22
DE,Germany,21070024,DEUTDEDB210,Deutsche Bank,22
DE,Germany,21080050,DRESDEFF210,Commerzbank vormals Dresdner Bank,22
DE,Germany,21089201,DRESDEFFI07,Commerzbank vormals Dresdner Bank ITGK,22
DE,Germany,21090007,GENODEF1KIL,Kieler Volksbank,22
DE,Germany,21090099,GENODEF1KIL,Kieler Volksbank (Gf GAA),22
DE,Germany,21090900,GENODEF1P11,PSD Bank Kiel -alt-,22
DE,Germany,21092023,GENODEF1EFO,Eckernförder Bank Volksbank-Raiffeisenbank,22
DE,Germany,21240040,COBADEFFXXX,Commerzbank,22
DE,Germany,21241540,COBADEFFXXX,Commerzbank,22
DE,Germany,21270020,DEUTDEHH212,Deutsche Bank,22
DE,Germany,21270024,DEUTDEDB212,Deutsche Bank,22
DE,Germany,21280002,DRESDEFF212,Commerzbank vormals Dresdner Bank,22
DE,Germany,21290016,GENODEF1NMS,VR Bank Neumünster -alt-,22
DE,Germany,21340010,COBADEFFXXX,Commerzbank,22
DE,Germany,21352240,NOLADE21HOL,Sparkasse Holstein,22
DE,Germany,21390008,GENODEF1NSH,VR Bank zwischen den Meeren,22
DE,Germany,21392218,GENODEF1EUT,Volksbank Eutin Raiffeisenbank,22
DE,Germany,21440045,COBADEFFXXX,Commerzbank,22
DE,Germany,21450000,NOLADE21RDB,Sparkasse Mittelholstein,22
DE,Germany,21451205,NOLADE21BDF,Sparkasse Büdelsdorf -alt-,22
DE,Germany,21452030,NOLADE21HWS,Sparkasse Hohenwestedt -alt-,22
DE,Germany,21463603,GENODEF1NTO,Volksbank-Raiffeisenbank im Kreis Rendsburg -alt-,22
DE,Germany,21464671,GENODEF1TOB,Raiffeisenbank,22
DE,Germany,21480003,DRESDEFF214,Commerzbank vormals Dresdner Bank,22
DE,Germany,21510600,SYBKDE22XXX,Sydbank Filiale Flensburg,22
DE,Germany,21520100,UNBNDE21XXX,Union-Bank Flensburg,22
DE,Germany,21540060,COBADEFFXXX,Commerzbank,22
DE,Germany,21565316,GENODEF1HDW,Raiffeisenbank -alt-,22
DE,Germany,21570011,DEUTDEHH215,Deutsche Bank,22
DE,Germany,21570024,DEUTDEDB215,Deutsche Bank,22
DE,Germany,21570202,DEUTDEHHP01,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,21570224,DEUTDEDBP01,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,21580000,DRESDEFF215,Commerzbank vormals Dresdner Bank,22
DE,Germany,21661719,GENODEF1RSL,VR Bank Flensburg-Schleswig -alt-,22
DE,Germany,21690020,GENODEF1SLW,VR Bank Schleswig-Mittelholstein -alt-,22
DE,Germany,21740043,COBADEFFXXX,Commerzbank,22
DE,Germany,21741674,COBADEFFXXX,Commerzbank,22
DE,Germany,21741825,COBADEFFXXX,Commerzbank,22
DE,Germany,21750000,NOLADE21NOS,Nord-Ostsee Sparkasse,22
DE,Germany,21751230,NOLADE21BRD,Spar- und Leihkasse zu Bredstedt -alt-,22
DE,Germany,21762550,GENODEF1HUM,VR Bank Schleswig-Holstein Mitte,22
DE,Germany,21763542,GENODEF1BDS,VR Bank Nord,22
DE,Germany,21770011,DEUTDEHH217,Deutsche Bank,22
DE,Germany,21770024,DEUTDEDB217,Deutsche Bank,22
DE,Germany,21791805,GENODEF1SYL,Sylter Bank,22
DE,Germany,21791906,GENODEF1WYK,Vereinigte VR Bank,22
DE,Germany,21840078,COBADEFFXXX,Commerzbank,22
DE,Germany,21841328,COBADEFFXXX,Commerzbank,22
DE,Germany,21852310,NOLADE21WEB,Sparkasse Hennstedt-Wesselburen -alt-,22
DE,Germany,21860418,GENODEF1RHE,Raiffeisenbank Heide -alt-,22
DE,Germany,21890022,GENODEF1DVR,Dithmarscher Volks- und Raiffeisenbank,22
DE,Germany,22140028,COBADEFFXXX,Commerzbank,22
DE,Germany,22141028,COBADEFFXXX,Commerzbank,22
DE,Germany,22141428,COBADEFFXXX,Commerzbank,22
DE,Germany,22141628,COBADEFFXXX,Commerzbank,22
DE,Germany,22150000,NOLADE21ELH,Sparkasse Elmshorn,22
DE,Germany,22151730,NOLADE21WED,Stadtsparkasse Wedel,22
DE,Germany,22163114,GENODEF1HTE,Raiffeisenbank Elbmarsch,22
DE,Germany,22180000,DRESDEFF221,Commerzbank vormals Dresdner Bank,22
DE,Germany,22181400,DRESDEFF206,Commerzbank vormals Dresdner Bank,22
DE,Germany,22190030,GENODEF1ELM,Volksbank Elmshorn -alt-,22
DE,Germany,22191405,GENODEF1PIN,VR Bank in Holstein,22
DE,Germany,22240073,COBADEFFXXX,Commerzbank,22
DE,Germany,22250020,NOLADE21WHO,Sparkasse Westholstein,22
DE,Germany,22280000,DRESDEFF201,Commerzbank vormals Dresdner Bank,22
DE,Germany,22290031,GENODEF1VIT,VR Itzehoe Norderstedt Hohenwestedt -alt-,22
DE,Germany,23040022,COBADEFFXXX,Commerzbank,22
DE,Germany,23050101,NOLADE21SPL,Sparkasse zu Lübeck,22
DE,Germany,23051030,NOLADE21SHO,Sparkasse Südholstein,22
DE,Germany,23052750,NOLADE21RZB,Kreissparkasse Herzogtum Lauenburg,22
DE,Germany,23061220,GENODEF1LZN,Raiffeisenbank Leezen,22
DE,Germany,23062124,GENODEF1BAR,Raiffeisenbank -alt-,22
DE,Germany,23063129,GENODEF1RLB,Raiffeisenbank,22
DE,Germany,23064107,GENODEF1BCH,Raiffeisenbank -alt-,22
DE,Germany,23070203,DEUTDEHHP02,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,23070224,DEUTDEDBP02,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,23070700,DEUTDEDB237,Deutsche Bank,22
DE,Germany,23070710,DEUTDEHH222,Deutsche Bank,22
DE,Germany,23080040,DRESDEFF230,Commerzbank vormals Dresdner Bank,22
DE,Germany,23089201,DRESDEFFI08,Commerzbank vormals Dresdner Bank ITGK,22
DE,Germany,23090142,GENODEF1HLU,Volksbank Lübeck,22
DE,Germany,24040000,COBADEFFXXX,Commerzbank,22
DE,Germany,24050110,NOLADE21LBG,Sparkasse Lüneburg,22
DE,Germany,24060300,GENODEF1NBU,Volksbank Lüneburger Heide,22
DE,Germany,24061392,GENODEF1DAB,Volksbank Bleckede-Dahlenburg -alt-,22
DE,Germany,24070024,DEUTDEDB240,Deutsche Bank,22
DE,Germany,24070075,DEUTDE2H240,Deutsche Bank,22
DE,Germany,24070324,DEUTDEDBP22,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,24070368,DEUTDE2HP22,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,24080000,DRESDEFF240,Commerzbank vormals Dresdner Bank,22
DE,Germany,24090041,GENODEF1LUE,Volksbank Lüneburg -alt-,22
DE,Germany,24121000,GENODED1RKI,Ritterschaftliches Kreditinstitut Stade,22
DE,Germany,24140041,COBADEFFXXX,Commerzbank,22
DE,Germany,24150001,BRLADE21CUX,Stadtsparkasse Cuxhaven,22
DE,Germany,24151005,NOLADE21STS,Sparkasse Stade-Altes Land,22
DE,Germany,24151116,NOLADE21STK,Kreissparkasse Stade,22
DE,Germany,24151235,BRLADE21ROB,Sparkasse Rotenburg Osterholz,22
DE,Germany,24161594,GENODEF1SIT,Zevener Volksbank -alt-,22
DE,Germany,24162898,GENODEF1LAS,Spar- u Darlehnskasse Börde Lamstedt-Hechthausen,22
DE,Germany,24180000,DRESDEFF242,Commerzbank vormals Dresdner Bank,22
DE,Germany,24180001,DRESDEFF241,Commerzbank vormals Dresdner Bank,22
DE,Germany,24191015,GENODEF1SDE,Volksbank Stade-Cuxhaven,22
DE,Germany,25000000,MARKDEF1250,Bundesbank,22
DE,Germany,25010030,PBNKDEFFXXX,Postbank Ndl der Deutsche Bank,22
DE,Germany,25010424,AARBDE5W250,Aareal Bank ehem. Filiale Hannover,22
DE,Germany,25010600,DEHYDE2HXXX,NORD/LB vormals Deutsche Hypothekenbank,22
DE,Germany,25010900,CKVHDE21XXX,Calenberger Kreditverein,22
DE,Germany,25020200,BHFBDEFF250,BHF-BANK,22
DE,Germany,25020600,SCFBDE33XXX,Openbank Deutschland,22
DE,Germany,25040060,COBADEFFXXX,Commerzbank CC,22
DE,Germany,25040061,COBADEFFXXX,Commerzbank CC,22
DE,Germany,25040066,COBADEFFXXX,Commerzbank,22
DE,Germany,25050000,NOLADE2HXXX,Norddeutsche Landesbank Girozentrale,22
DE,Germany,25050055,NOLADE21CSH,ZVA Norddeutsche Landesbank SH,22
DE,Germany,25050066,NOLADE21CMV,ZVA Norddeutsche Landesbank Gf MV,22
DE,Germany,25050180,SPKHDE2HXXX,Sparkasse Hannover,22
DE,Germany,25050299,SPKHDE2HXXX,Kreissparkasse Hannover -alt-,22
DE,Germany,25055500,NOLADE21LBS,LBS Landesbausparkasse NordWest,22
DE,Germany,25060000,GENODEFF250,DZ BANK,22
DE,Germany,25060180,HALLDE2HXXX,M.M. Warburg & Co (vormals Bankhaus Hallbaum),22
DE,Germany,25069168,GENODEF1DES,Volks- und Raiffeisenbank Leinebergland -alt-,22
DE,Germany,25069262,GENODEF1NST,Raiffeisen-Volksbank Neustadt,22
DE,Germany,25069270,GENODEF1MUA,Volksbank Aller-Oker,22
DE,Germany,25069503,GENODEF1BNT,Volksbank Diepholz-Barnstorf -alt-,22
DE,Germany,25070024,DEUTDEDBHAN,Deutsche Bank,22
DE,Germany,25070066,DEUTDE2H265,Deutsche Bank,22
DE,Germany,25070070,DEUTDE2HXXX,Deutsche Bank,22
DE,Germany,25070077,DEUTDE2H256,Deutsche Bank,22
DE,Germany,25070084,DEUTDE2H258,Deutsche Bank,22
DE,Germany,25070086,DEUTDE2H251,Deutsche Bank,22
DE,Germany,25070324,DEUTDEDBP24,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,25070370,DEUTDE2HP24,Postbank/DSL Ndl der Deutsche Bank,22
DE,Germany,25080020,DRESDEFF250,Commerzbank vormals Dresdner Bank,22
DE,Germany,25080085,DRESDEFFI65,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",22
DE,Germany,25089220,DRESDEFFI09,Commerzbank vormals Dresdner Bank ITGK,22
DE,Germany,25090300,GENODEF1BFS,Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer,22
DE,Germany,25090500,GENODEF1S09,Sparda-Bank Hannover,22
DE,Germany,25090900,GENODEF1P09,PSD Bank,22
DE,Germany,25120510,BFSWDE33HAN,SozialBank,22
DE,Germany,25151270,NOLADE21BAH,Stadtsparkasse Barsinghausen,22
DE,Germany,25151371,NOLADE21BUF,Stadtsparkasse Burgdorf -alt-,22
DE,Germany,25152375,NOLADE21WAL,Kreissparkasse Fallingbostel in Walsrode,22
DE,Germany,25152490,NOLADE21WST,Stadtsparkasse Wunstorf -alt-,22
DE,Germany,25190001,VOHADE2HXXX,Hannoversche Volksbank,22
DE,Germany,25190088,VOHADE2HXXX,Hannoversche Volksbank GS nur für GAA,22
DE,Germany,25193331,GENODEF1PAT,Volksbank,22
DE,Germany,25250001,NOLADE21PEI,Kreissparkasse Peine -alt-,22
DE,Germany,25260010,GENODEF1PEV,Volksbank Peine -alt-,22
DE,Germany,25410200,BHWBDE2HXXX,BHW Bausparkasse,22
DE,Germany,25440047,COBADEFFXXX,Commerzbank,22
DE,Germany,25450001,NOLADE21HMS,Stadtsparkasse Hameln -alt-,22
DE,Germany,25450110,NOLADE21SWB,Sparkasse Hameln-Weserbergland,22
DE,Germany,25451345,NOLADE21PMT,Stadtsparkasse Bad Pyrmont,22
DE,Germany,25462160,GENODEF1HMP,Volksbank Hameln-Stadthagen,22
DE,Germany,25462680,GENODEF1COP,Volksbank im Wesertal,22
DE,Germany,25470024,DEUTDEDB254,Deutsche Bank,22
DE,Germany,25470073,DEUTDE2H254,Deutsche Bank,22
DE,Germany,25471024,DEUTDEDB264,Deutsche Bank,22
DE,Germany,25471073,DEUTDE2H264,Deutsche Bank,22
DE,Germany,25480021,DRESDEFF254,Commerzbank vormals Dresdner Bank,22
DE,Germany,25491273,GENODED1AEZ,Volksbank Aerzen -alt-,22
DE,Germany,25541426,COBADEFFXXX,Commerzbank,22
DE,Germany,25551480,NOLADE21SHG,Sparkasse Schaumburg,22
DE,Germany,25591413,GENODEF1BCK,Volksbank in Schaumburg und Nienburg,22
DE,Germany,25621327,OLBODEH2XXX,Oldenburgische Landesbank AG,22
DE,Germany,25641302,COBADEFFXXX,Commerzbank,22
DE,Germany,25650106,NOLADE21NIB,Sparkasse Nienburg,22
DE,Germany,25651325,BRLADE21DHZ,Kreissparkasse Grafschaft Diepholz -alt-,22
DE,Germany,25662540,GENODEF1STY,Volksbank -alt-,22
DE,Germany,25663584,GENODEF1HOY,Volksbank Aller-Weser -alt-,22
DE,Germany,25690009,GENODEF1NIN,Volksbank Nienburg -alt-,22
DE,Germany,25691633,GENODEF1SUL,Volksbank Niedersachsen-Mitte,22
DE,Germany,25691699,GENODEF1SUL,Volksbank Niedersachsen-Mitte (Gf GAA),22
